nome,cpf,conta,saldo
Dra. Sophie Novaes,235.014.967-61,103847,15121.08
Vitor Gabriel Mendes,548.921.736-73,103848,5769.92
Erick da Mota,971.234.085-60,103849,15080.64
Thomas Caldeira,419.827.306-50,103850,18054.84
Sophie Souza,450.679.128-20,103851,17014.51
Sarah Carvalho,183.057.692-59,103852,11130.32
Matheus Teixeira,837.452.901-60,103853,61.56
Amanda da Rocha,061.729.845-94,103854,33748.76
Juan Novaes,958.314.267-00,103855,24619.08
Enzo Sales,536.790.482-38,103856,10485.09
Sr. Luiz Gustavo Souza,158.360.249-60,103857,38657.42
Carolina da Mota,082.357.146-71,103858,39504.0
Igor Araújo,845.170.632-08,103859,9465.56
Francisco Costa,826.593.104-24,103860,2645.07
Marcos Vinicius Correia,164.358.920-24,103861,30364.49
Gabriel das Neves,705.326.198-03,103862,36419.7
Srta. Ana Vitória das Neves,058.162.394-06,103863,15481.68
Thomas Nunes,953.014.268-42,103864,9339.8
Sophia Araújo,491.672.380-50,103865,45990.53
Felipe Peixoto,260.934.758-83,103866,6806.12
Dr. Thiago Jesus,581.602.947-94,103867,2178.86
Valentina Rocha,831.942.756-82,103868,12650.78
Esther Sales,517.286.439-37,103869,25549.27
Fernanda Porto,287.934.516-28,103870,23525.46
Eduarda Pinto,510.862.749-11,103871,21243.42
Pedro Miguel Alves,527.869.413-00,103872,12121.66
Vinicius da Cruz,548.123.906-05,103873,19825.72
Francisco Mendes,049.163.758-66,103874,27614.79
Dr. Diego Lopes,812.370.946-31,103875,36102.03
Luna Cavalcanti,016.372.598-59,103876,27295.96
Pedro Henrique Nunes,957.048.623-65,103877,45270.09
Sra. Isabella Melo,965.834.271-09,103878,25858.07
Ana Luiza Cardoso,608.325.194-05,103879,36157.46
Letícia Moura,109.347.852-79,103880,46092.37
Diego Pires,524.798.103-05,103881,325.44
Danilo Martins,913.865.420-24,103882,44630.12
Emanuella Duarte,625.940.781-58,103883,25231.01
Ana Lívia Jesus,475.192.068-58,103884,16614.52
João Moreira,348.675.219-73,103885,39983.88
Sra. Isabella Novaes,316.985.702-95,103886,23698.16
Gabriela da Luz,841.390.526-51,103887,45499.36
Vicente da Luz,970.618.534-84,103888,41940.24
Bryan Pires,251.864.907-76,103889,23627.45
Leandro Carvalho,085.423.791-79,103890,47247.69
Enzo Gabriel da Cruz,217.965.803-68,103891,33946.86
Enzo Gabriel da Cruz,931.748.652-55,103892,45237.16
Noah Oliveira,546.981.237-55,103893,41707.3
Eloah Campos,409.358.162-24,103894,42133.97
Bryan Nunes,792.415.083-88,103895,18293.88
Dr. João Rodrigues,429.578.130-41,103896,28872.75
Manuela Carvalho,378.169.542-55,103897,1869.17
Evelyn Jesus,984.130.265-98,103898,12048.09
Laura da Rosa,735.849.102-50,103899,41044.48
João Pedro da Mata,936.078.451-66,103900,42851.44
Dra. Luana da Rosa,594.308.672-29,103901,10205.9
Enzo Gabriel Fernandes,243.976.085-47,103902,49972.16
Lucca Jesus,740.936.158-10,103903,9583.24
Isaac da Paz,794.103.568-57,103904,11447.47
Srta. Natália Dias,016.298.357-30,103905,22334.91
Fernanda Pinto,439.102.786-04,103906,42921.63
Marina Novaes,469.730.125-07,103907,29595.76
Luiz Miguel Farias,230.587.419-79,103908,23290.37
Emilly Fogaça,148.269.307-04,103909,23028.32
Julia Oliveira,297.630.451-34,103910,26038.35
Maria Eduarda Pereira,138.496.570-00,103911,34341.38
Ian Pereira,356.928.174-46,103912,49168.99
Srta. Isadora Moraes,096.451.382-05,103913,49309.24
Luiz Miguel Nascimento,218.976.503-02,103914,37335.11
Noah Peixoto,415.789.620-30,103915,37116.18
Maria Luiza Silveira,547.960.138-57,103916,32601.54
Pietra da Paz,870.942.615-94,103917,10697.23
Maria Julia Freitas,081.295.637-03,103918,43251.67
Alexandre Oliveira,140.569.328-24,103919,12563.5
Lucas da Conceição,068.173.452-35,103920,31643.14
Maria Fernanda Azevedo,345.629.017-99,103921,34357.37
Luiz Fernando Jesus,594.863.702-65,103922,35515.7
Luiz Fernando Nascimento,791.248.063-31,103923,22712.22
Pietro Ferreira,356.729.081-95,103924,14129.18
Dr. Lucca Viana,276.510.943-52,103925,31480.93
Dr. Thiago Martins,261.795.084-02,103926,39413.55
Diogo Gonçalves,793.480.125-41,103927,1711.4
Clarice Caldeira,207.491.583-79,103928,40437.7
Rafael Ramos,437.961.508-10,103929,37057.25
Eduardo Melo,143.859.207-88,103930,1242.95
Beatriz da Conceição,278.964.501-94,103931,1303.85
Theo Caldeira,386.720.914-69,103932,42667.4
Dra. Heloísa Castro,102.934.576-70,103933,29363.93
Dr. Nicolas da Rocha,970.853.164-20,103934,30856.95
Theo Duarte,835.279.164-82,103935,1929.24
Otávio Cardoso,915.086.237-59,103936,12170.05
Nicolas Farias,893.214.760-40,103937,43912.19
Sr. Nathan Porto,562.174.938-37,103938,23830.51
Theo Almeida,063.471.895-93,103939,42505.25
Maria Fernanda Souza,364.897.105-01,103940,22506.73
Ana Sophia Vieira,086.947.251-85,103941,503.38
Murilo Rezende,025.493.786-10,103942,40191.36
Manuela Nascimento,594.026.718-11,103943,11409.48
Dr. Emanuel Vieira,420.759.831-60,103944,7486.85
Sofia Nunes,294.713.658-64,103945,26181.09
Enzo Gabriel Fernandes,361.948.250-06,103946,47613.35
Diego da Rosa,501.974.682-76,103947,48658.68
Thales Jesus,248.139.056-33,103948,32213.62
Alexandre Farias,284.591.670-11,103949,46196.86
Luiz Otávio Moura,819.260.754-20,103950,32758.34
Paulo das Neves,471.925.308-32,103951,18325.33
Maria Luiza Cavalcanti,763.491.802-40,103952,7918.66
Luiza Fernandes,478.936.102-04,103953,5917.33
Isaac da Paz,349.162.758-37,103954,40975.37
Juliana da Paz,185.723.490-14,103955,17455.25
Vitória Araújo,238.560.147-80,103956,13592.45
Rebeca Freitas,987.612.354-82,103957,36532.51
Caio Mendes,723.495.610-70,103958,15399.83
João Guilherme Teixeira,954.632.108-70,103959,7924.82
João Pedro Peixoto,596.074.381-75,103960,9239.22
Dr. Samuel Moreira,157.269.083-68,103961,25959.9
Murilo Sales,031.862.954-24,103962,32849.19
Luiz Otávio Martins,834.751.602-26,103963,2324.29
Bryan Barbosa,580.274.196-11,103964,23320.52
Dr. Cauê Gomes,856.219.473-55,103965,42372.77
Dra. Larissa Cardoso,620.381.745-71,103966,30916.85
Luiz Fernando Moraes,871.594.623-19,103967,39607.69
Lara Barbosa,746.218.590-30,103968,40345.12
Anthony Barbosa,843.012.576-08,103969,39426.59
Thales da Cruz,539.208.146-06,103970,8176.49
João Guilherme Souza,901.254.367-34,103971,38046.3
Caio Ferreira,746.182.093-13,103972,16789.25
Daniela Aragão,183.905.274-05,103973,6540.87
Enzo da Mata,168.520.497-01,103974,7775.66
Thomas Souza,354.610.872-80,103975,49250.51
Dra. Fernanda Aragão,324.759.861-82,103976,4452.53
Pedro Henrique Pereira,159.720.346-70,103977,44051.98
Isabella Gonçalves,801.275.439-88,103978,20039.44
Joaquim Martins,830.261.947-78,103979,21545.33
Larissa Ferreira,214.605.397-61,103980,41056.42
Ana Moreira,039.826.514-33,103981,18583.99
Sra. Nina da Rosa,324.917.058-50,103982,476.1
Daniela Rezende,186.407.395-01,103983,4612.4
Gustavo Dias,768.192.053-68,103984,20612.81
Paulo Freitas,498.067.321-03,103985,33084.38
Dr. Igor Cardoso,602.915.387-03,103986,31074.88
Emanuella da Rocha,507.149.623-25,103987,26684.73
Murilo Freitas,629.058.347-65,103988,17154.79
Sarah Sales,134.506.287-71,103989,15561.52
Alícia da Rocha,791.863.405-57,103990,37318.72
Gustavo Henrique Rocha,572.963.140-52,103991,25854.28
Dr. Henrique Souza,902.347.815-05,103992,7139.64
Dr. Bernardo Peixoto,345.192.687-37,103993,16495.35
Stella da Luz,810.645.732-07,103994,146.77
Matheus Aragão,071.295.648-49,103995,43928.01
Sr. Enrico da Rocha,817.204.956-02,103996,35416.01
Igor Campos,693.821.570-77,103997,315.85
Murilo Santos,302.587.916-59,103998,35490.74
Isabella da Rocha,192.047.385-88,103999,7433.54
Ana Carolina Pires,425.086.937-74,104000,7492.93
Joana Santos,169.503.287-02,104001,6364.17
Agatha Viana,789.641.532-19,104002,5559.1
André Costa,163.790.852-03,104003,43731.89
Dra. Nina Cavalcanti,263.849.107-13,104004,33795.11
Heloísa da Cruz,039.245.786-56,104005,41789.18
Sra. Rafaela Lima,961.374.280-87,104006,26203.59
Olivia da Luz,730.596.814-57,104007,49478.86
Dra. Maria Clara da Rosa,709.621.534-43,104008,46852.75
Srta. Ana Vitória Nogueira,520.936.847-56,104009,45944.66
Juan Fogaça,491.058.376-93,104010,49297.13
Miguel da Mata,802.759.163-59,104011,8207.29
Maria Fernanda Rocha,820.369.514-06,104012,16897.98
Juliana Aragão,930.184.276-96,104013,6713.94
Luiz Fernando Campos,845.972.630-47,104014,33665.89
Yago Rocha,078.653.412-53,104015,162.06
Pedro Ferreira,784.635.901-01,104016,35481.31
Daniela da Cruz,538.901.246-15,104017,27953.61
Gustavo Henrique Moura,389.450.217-79,104018,49470.97
Paulo Melo,379.860.145-39,104019,41333.43
Sr. Davi Lucca Araújo,048.236.519-60,104020,43955.76
Dr. Vicente Fernandes,629.704.813-40,104021,41098.97
Gabriela Castro,413.079.258-04,104022,41550.36
Calebe da Costa,502.847.936-47,104023,15458.44
João Vitor Pinto,754.820.169-94,104024,8979.31
Juliana da Cunha,103.279.568-95,104025,8494.05
Rafaela Ferreira,520.974.618-67,104026,29539.35
Bernardo Mendes,168.937.240-04,104027,15750.36
Milena Gomes,025.764.813-53,104028,33807.61
Evelyn Novaes,451.283.670-53,104029,42895.06
Marina Rocha,508.327.461-26,104030,49520.96
Guilherme Fernandes,465.793.218-73,104031,31469.82
Fernando Pinto,786.359.120-12,104032,17178.71
Stella Freitas,657.940.821-94,104033,26669.13
Srta. Caroline Castro,069.325.814-42,104034,44048.05
Sr. Thiago Rodrigues,843.290.167-96,104035,25992.93
Marina da Paz,160.873.954-66,104036,46659.82
Alexandre Barbosa,953.048.176-48,104037,1105.16
Catarina Barbosa,241.837.605-26,104038,31087.94
Maria Lopes,658.274.109-85,104039,43483.65
Sarah Porto,903.865.421-98,104040,46561.13
Alexia da Mota,734.128.905-88,104041,30882.81
Maria Vitória Farias,647.385.201-80,104042,1518.5
Luiz Otávio da Paz,067.825.341-26,104043,35154.82
Renan Caldeira,530.897.642-29,104044,25803.16
Daniel Aragão,246.038.957-47,104045,8149.79
Larissa Cavalcanti,784.153.629-19,104046,33553.79
Dra. Helena Melo,610.348.927-03,104047,10585.03
Ana Luiza Pires,431.680.725-08,104048,38813.54
João Lucas Dias,093.546.821-89,104049,46772.41
Gabriel Martins,849.021.673-87,104050,30907.08
Daniela Silva,801.265.934-42,104051,9728.77
Sr. Thomas da Costa,759.041.238-41,104052,17216.23
Lucca Ramos,726.039.415-34,104053,34315.64
Júlia da Paz,201.459.367-16,104054,33122.73
Maria Vitória Viana,649.513.870-93,104055,43106.49
Sra. Julia Nunes,142.865.370-80,104056,6546.2
Pietra Cunha,248.357.196-46,104057,8397.68
Elisa da Costa,148.235.069-60,104058,41767.73
Julia Araújo,279.530.641-70,104059,40473.6
Sr. Diego Teixeira,534.108.796-84,104060,4776.82
Eloah Nunes,435.061.879-10,104061,45850.43
Maria Julia Sales,014.926.583-24,104062,22828.54
Stella Farias,324.756.189-73,104063,41983.91
Ana Luiza Nogueira,452.908.731-04,104064,14399.08
Luiz Miguel Teixeira,452.813.097-14,104065,36793.0
Srta. Pietra Mendes,740.186.329-40,104066,45171.78
João Pedro Costa,940.172.685-01,104067,43376.34
Benício das Neves,408.712.539-41,104068,25464.35
João Vitor Pereira,702.153.968-12,104069,12992.74
Srta. Amanda Carvalho,210.784.356-26,104070,11485.66
João Felipe Caldeira,370.961.248-96,104071,12128.78
Lorenzo Lima,528.940.361-24,104072,9546.46
Gustavo Costela,130.698.472-69,104073,23442.35
Evelyn da Costa,098.635.471-66,104074,20322.17
Helena Jesus,214.360.589-70,104075,38157.37
Marcelo Fogaça,203.168.597-02,104076,21026.72
Nina Santos,603.172.845-17,104077,13581.77
Srta. Gabrielly Azevedo,954.023.716-52,104078,13893.35
João Guilherme Caldeira,465.189.720-76,104079,26229.33
Vitória Nascimento,941.325.807-41,104080,8498.94
Marcos Vinicius Pires,396.741.205-99,104081,27889.53
Sr. Kevin Nascimento,960.254.187-30,104082,46352.65
Luiza Rocha,718.463.502-71,104083,36311.16
Ana Vitória Santos,493.082.671-31,104084,13257.95
Ana Julia Moura,463.182.579-00,104085,49393.0
Luiz Henrique Peixoto,150.476.823-07,104086,16110.1
Sophie Vieira,213.705.948-79,104087,48854.2
Bruno Cunha,648.035.219-05,104088,34957.74
Luiz Otávio Gomes,523.671.094-43,104089,25336.5
Amanda Porto,631.489.705-00,104090,39827.51
Pedro Lucas Silveira,896.501.237-68,104091,29325.84
Sr. Murilo das Neves,392.068.741-87,104092,23741.57
Augusto Santos,162.594.870-02,104093,25588.52
Sr. Yuri Campos,326.481.790-03,104094,31714.95
Maria Fernanda Moreira,325.074.968-00,104095,25034.14
André da Mata,062.975.184-67,104096,34601.07
Sr. Lucas Gabriel Nogueira,438.925.016-70,104097,19269.42
Isaac da Costa,153.267.904-16,104098,6038.2
Luiza Aragão,106.392.584-33,104099,1584.01
Daniela Teixeira,480.215.793-23,104100,3650.04
Sra. Maria Sophia Correia,819.570.362-30,104101,37678.48
Letícia Pereira,945.761.083-01,104102,48876.71
Kaique da Rosa,435.178.620-53,104103,31569.99
Sr. Noah Sales,924.356.807-83,104104,16572.1
Daniela Barros,865.472.093-00,104105,41673.14
Luna Cavalcanti,031.957.428-88,104106,33995.48
Raquel Araújo,521.396.487-73,104107,9410.19
Lucas Gabriel Castro,760.843.951-39,104108,39360.56
Bruno Nunes,128.049.365-89,104109,3928.96
Mariane Rodrigues,281.609.374-31,104110,35411.84
Isabella da Luz,581.639.472-09,104111,25412.08
Marcela Duarte,406.793.182-40,104112,41220.66
Luna da Mata,502.698.347-29,104113,47462.56
Enrico Farias,231.780.495-41,104114,29696.88
Melissa Oliveira,864.207.951-76,104115,34602.19
Srta. Luna Ferreira,741.958.230-05,104116,16063.28
Marcelo Nogueira,157.064.839-57,104117,22659.19
Luiz Fernando Moura,681.204.953-06,104118,40420.21
João Miguel Cunha,521.374.806-62,104119,46384.58
Matheus Jesus,013.257.948-05,104120,10960.7
Lorenzo Mendes,468.357.102-17,104121,46780.23
Srta. Mirella Lima,768.412.305-07,104122,47930.15
Sr. Marcelo da Paz,341.278.906-22,104123,3738.61
Marcelo Ferreira,518.643.207-53,104124,19836.97
Luiz Otávio Freitas,578.394.216-28,104125,19549.97
Levi Vieira,216.704.985-49,104126,19257.27
Alícia da Rocha,842.716.503-07,104127,29201.62
Maria Freitas,367.942.580-56,104128,49735.3
Vitor Gabriel Melo,156.037.842-53,104129,48622.24
Ian Gonçalves,684.921.035-15,104130,37279.67
Carlos Eduardo das Neves,957.240.831-32,104131,27058.77
Emanuelly Mendes,768.123.490-03,104132,7961.22
Sofia Santos,067.453.912-52,104133,45159.32
Maria Alice Pereira,237.019.658-03,104134,24833.11
Sr. Luiz Gustavo Sales,576.108.243-80,104135,43554.32
Natália Melo,317.654.928-82,104136,30220.36
Mirella Pereira,279.860.143-69,104137,47965.07
Maria Clara Aragão,341.087.296-50,104138,45236.09
Ana Luiza da Cruz,467.309.851-00,104139,44812.67
André Aragão,315.879.604-00,104140,27187.08
Srta. Larissa Caldeira,016.785.243-44,104141,46961.38
Srta. Ana Azevedo,603.751.928-59,104142,33252.44
Cauê Sales,741.952.036-43,104143,1036.13
Srta. Ana Laura Gonçalves,971.043.682-13,104144,36205.61
Pedro Henrique da Mota,934.271.685-73,104145,30979.5
Srta. Laís Melo,432.918.657-82,104146,19245.31
Luiz Henrique Oliveira,129.587.036-30,104147,12641.42
Calebe Campos,814.752.609-11,104148,15297.8
Yago Nascimento,256.148.370-35,104149,2166.21
Srta. Amanda Lima,970.243.581-14,104150,30237.06
Fernanda Melo,903.482.517-50,104151,1744.01
Luigi Melo,715.849.320-23,104152,38931.4
Renan Ferreira,974.035.812-88,104153,26034.27
Heitor Correia,074.269.318-03,104154,6077.15
Yago Aragão,514.372.860-62,104155,25401.75
Paulo Costela,124.637.095-61,104156,37017.15
Laís Monteiro,928.153.046-51,104157,25031.67
Isaac Silva,604.231.859-42,104158,16672.44
Joaquim Moura,257.164.098-49,104159,30761.32
Miguel Almeida,123.654.870-17,104160,7778.05
Breno Costa,540.289.367-56,104161,31483.61
Esther Lima,856.247.301-44,104162,30070.12
Pedro Miguel Farias,562.793.401-80,104163,30688.3
Larissa Martins,970.124.563-61,104164,47323.19
Giovanna Silva,685.320.719-02,104165,24714.62
Henrique da Conceição,890.324.167-31,104166,31064.28
Agatha Vieira,941.783.065-10,104167,1586.87
Maria Alice da Mota,802.641.957-01,104168,41717.15
Antônio Cavalcanti,864.293.570-74,104169,19741.94
Kamilly Moreira,912.753.406-52,104170,17197.65
Enzo Rodrigues,423.168.590-89,104171,21851.2
Dra. Emilly da Rosa,021.659.437-52,104172,17676.97
Erick Azevedo,504.287.639-10,104173,16243.83
Stephany Lima,781.569.243-55,104174,10807.02
Caio Pires,387.692.154-64,104175,35717.64
Davi Lucas Nascimento,917.850.463-57,104176,849.95
Luiz Gustavo Cardoso,367.198.405-84,104177,24760.51
Bárbara Souza,274.385.610-62,104178,4371.28
Arthur Farias,659.047.812-02,104179,8452.81
Sra. Emanuelly Porto,908.524.761-67,104180,18940.98
Alexia Sales,705.489.632-74,104181,23538.69
Fernando Melo,970.824.561-58,104182,47747.31
Enzo Pires,978.234.605-56,104183,20967.81
Luiza Caldeira,827.054.691-76,104184,23507.79
Dra. Laura Cunha,496.583.071-75,104185,48780.76
Luiz Fernando Gonçalves,539.428.610-89,104186,46466.18
Stella Teixeira,407.916.253-70,104187,40293.28
Sarah Oliveira,103.476.598-10,104188,45674.92
Alexia Castro,684.019.732-87,104189,16168.85
Sr. Pedro Lucas Melo,376.205.489-47,104190,9322.8
Srta. Gabrielly Ferreira,418.507.329-14,104191,33743.27
Cecília Carvalho,015.967.382-86,104192,4846.55
Bruno Cunha,983.741.052-32,104193,5639.36
Stella Aragão,129.753.406-99,104194,18892.51
Natália Barbosa,253.640.798-56,104195,21125.6
Sr. Levi Porto,074.651.839-01,104196,48877.14
Ana Sophia Cunha,346.871.902-78,104197,49000.2
João Lucas Moreira,321.450.978-05,104198,28419.48
Luiz Miguel da Rocha,872.145.390-04,104199,36016.34
André Novaes,102.345.978-79,104200,13736.11
Sr. Luiz Otávio Moreira,351.768.402-35,104201,26849.74
Sr. Pedro Miguel Moraes,520.468.937-00,104202,3917.07
Thiago Gomes,740.652.389-00,104203,22297.62
Emanuelly Fernandes,059.172.864-85,104204,39511.14
Dra. Esther da Rosa,428.791.635-28,104205,26582.19
Sra. Rafaela Ramos,584.269.731-91,104206,4545.19
Juliana da Luz,534.069.178-01,104207,18390.7
Marcelo da Luz,725.491.386-19,104208,3627.2
Augusto da Mota,045.823.176-26,104209,39792.85
Davi Rocha,103.246.578-62,104210,13018.6
Ryan Aragão,807.124.956-49,104211,32670.39
Laís Fogaça,180.247.693-87,104212,5314.9
Mariana da Conceição,710.654.329-25,104213,22285.31
Joaquim Lopes,054.732.968-74,104214,49592.11
Srta. Sophie Porto,781.354.209-60,104215,40180.36
Mirella Costa,391.258.674-82,104216,25183.58
Giovanna Carvalho,520.713.986-02,104217,27841.11
Lucca Duarte,932.671.540-06,104218,34136.66
Sabrina Rodrigues,362.054.179-52,104219,49978.75
Luigi Teixeira,648.172.930-04,104220,42794.99
João Gabriel Araújo,598.042.173-41,104221,217.42
Nina Mendes,576.912.480-67,104222,11320.64
Luana Fernandes,385.127.609-40,104223,14046.38
Dra. Julia das Neves,510.978.623-21,104224,43500.07
Maria Clara Nascimento,039.568.417-00,104225,20176.19
Sra. Bianca Cunha,293.178.654-37,104226,28282.91
Marina da Conceição,403.867.259-00,104227,18473.85
Isis da Mata,753.681.409-75,104228,46883.74
Dra. Alexia da Costa,647.058.921-94,104229,17508.07
Brenda Moraes,506.349.281-98,104230,34035.86
Maria Eduarda Farias,164.392.807-40,104231,39157.31
Murilo Gomes,634.157.289-19,104232,12193.54
Davi da Luz,103.697.284-40,104233,41288.37
Agatha Campos,514.976.203-25,104234,23195.24
Yuri da Cunha,906.578.412-85,104235,23424.22
Francisco da Cruz,360.217.548-08,104236,11650.32
Dr. Davi Luiz Nascimento,214.386.079-03,104237,11098.13
Ana Julia Fogaça,785.491.602-02,104238,5066.97
Mariane Sales,906.385.241-05,104239,19449.73
Dr. Luigi Rezende,407.952.138-32,104240,37985.72
Luiz Otávio Moreira,451.369.287-19,104241,24418.18
Dra. Mariane Lima,601.359.827-40,104242,10868.01
Diogo Ribeiro,279.546.803-47,104243,44450.42
Pedro Nogueira,162.953.074-34,104244,36763.16
Felipe Jesus,796.584.013-84,104245,7931.61
Clara Farias,491.573.062-06,104246,24345.74
Ana Lívia Freitas,948.163.570-84,104247,899.39
Melissa Gomes,104.639.278-69,104248,19905.67
Yasmin Dias,248.503.196-70,104249,21851.4
Camila Ribeiro,085.942.317-41,104250,43974.72
Raul Ferreira,637.018.459-48,104251,35553.28
Davi Lucas Monteiro,835.790.124-79,104252,20102.04
Dr. Ian da Conceição,451.896.320-24,104253,866.49
Pietra Sales,845.921.673-09,104254,15274.19
Lívia Costela,128.594.673-19,104255,36294.94
Dr. Thomas Farias,271.963.485-91,104256,37271.18
Srta. Kamilly da Luz,280.951.346-51,104257,35175.53
Dr. Lorenzo da Mota,836.512.740-71,104258,34214.18
Pedro Henrique Martins,120.587.364-35,104259,25415.89
Srta. Luana Araújo,306.154.728-26,104260,13388.93
Kevin Teixeira,192.564.083-33,104261,27103.45
Maria Julia Martins,241.608.359-70,104262,47111.92
Sra. Agatha Novaes,780.245.931-14,104263,41492.18
Isabella Cardoso,469.051.327-99,104264,46078.66
Ana Beatriz Ramos,270.915.648-20,104265,46649.07
Manuela da Costa,638.451.920-89,104266,28074.78
João Lucas Teixeira,860.937.514-57,104267,648.59
Ana Gonçalves,405.861.793-48,104268,132.11
Marcelo Costela,516.024.897-85,104269,7508.9
Diogo Freitas,043.297.185-88,104270,2239.45
Dra. Emanuelly Peixoto,428.750.139-04,104271,19827.67
Laís Cardoso,439.275.601-70,104272,1497.52
Pietro Souza,460.327.591-99,104273,40915.55
Vitor Hugo Pires,495.703.186-00,104274,24081.75
Alice Ramos,592.781.406-94,104275,9277.08
Vitor Hugo da Conceição,048.351.796-84,104276,11738.09
Kamilly Almeida,210.548.693-24,104277,7749.32
Srta. Mariana Pinto,316.740.928-22,104278,17573.65
Lucas Gabriel Mendes,957.280.413-88,104279,16301.38
Clara Lopes,249.816.037-03,104280,24461.46
Alícia Almeida,248.635.179-55,104281,38984.48
Davi Luiz Rocha,264.951.037-43,104282,39919.53
Dr. Vitor Martins,398.054.712-41,104283,6934.94
Marcelo Monteiro,672.548.093-47,104284,621.09
Juliana da Paz,863.594.071-75,104285,7198.36
Ana Júlia Silveira,068.391.275-59,104286,42351.37
Luiz Felipe Costela,172.453.680-07,104287,36040.7
Esther da Paz,495.713.620-34,104288,49961.4
Francisco Cavalcanti,287.163.945-00,104289,46724.88
Fernando Viana,789.632.140-87,104290,22020.38
Laís da Conceição,460.835.217-26,104291,41767.1
Thomas Duarte,803.759.264-29,104292,11540.56
Davi Lucca Lopes,291.576.438-73,104293,27992.11
Vitor Gabriel Moraes,795.642.130-61,104294,39929.01
Letícia Mendes,403.968.715-93,104295,30236.36
Pietra Freitas,437.510.829-05,104296,18867.43
Emanuelly Viana,723.158.964-28,104297,43300.55
Laís Azevedo,284.760.395-65,104298,45616.13
Mirella Mendes,632.459.018-60,104299,15051.33
Dr. Igor Santos,785.240.619-01,104300,39212.57
Clarice Carvalho,825.710.946-02,104301,20973.23
João Gabriel Fernandes,873.956.021-02,104302,44174.16
Bernardo Freitas,741.652.903-43,104303,5379.79
Sra. Mariana Viana,517.369.248-00,104304,10983.77
Isabelly Cavalcanti,794.605.381-93,104305,14129.46
Noah da Conceição,698.173.540-75,104306,17542.82
Ana Melo,731.258.690-21,104307,3205.42
Ian Peixoto,310.298.675-77,104308,9761.55
Sra. Laura Freitas,896.023.471-04,104309,16655.54
Dr. Carlos Eduardo Ribeiro,913.470.586-48,104310,18633.74
Anthony Silveira,730.549.268-00,104311,44377.28
Davi Lucca Gonçalves,214.863.590-51,104312,5099.5
Júlia Castro,267.835.910-77,104313,14331.18
Gabriel da Cunha,612.840.935-06,104314,8701.49
Catarina Novaes,860.497.153-00,104315,34806.07
Henrique Ferreira,426.138.597-09,104316,21308.36
Srta. Maria Cecília Pereira,504.312.796-16,104317,37968.58
Gabriel Castro,014.672.859-94,104318,6937.14
Alexia da Rosa,715.280.643-80,104319,19424.44
Alana Vieira,342.976.510-25,104320,44431.35
Emanuel Porto,712.346.895-37,104321,1688.59
Sophia Sales,728.543.061-71,104322,31026.02
Francisco Correia,490.158.276-30,104323,45523.18
Ana Barbosa,065.187.923-02,104324,37749.02
Olivia Carvalho,374.910.658-48,104325,33897.75
Srta. Ana Beatriz Ferreira,305.261.784-26,104326,15225.94
Maria Clara Azevedo,821.503.674-08,104327,23486.13
Kaique da Luz,082.567.934-65,104328,2450.19
Augusto Gonçalves,495.180.326-70,104329,38095.04
Vitor Gabriel Duarte,840.567.293-10,104330,1801.35
Olivia Moreira,931.452.786-73,104331,48739.9
Maria Vitória Lima,835.196.240-60,104332,17368.11
Ana Beatriz Ribeiro,697.824.153-91,104333,29892.53
Maria Julia Lopes,906.438.715-00,104334,28495.04
Gustavo Pires,546.729.318-46,104335,29764.22
Daniel Silva,167.429.053-52,104336,30209.16
Srta. Ana Julia da Mota,620.359.147-52,104337,31561.47
Antônio Moreira,634.972.085-74,104338,4652.14
Pedro Miguel Martins,197.465.083-93,104339,4474.17
Julia Santos,916.430.728-03,104340,31596.01
Murilo Rodrigues,526.819.043-15,104341,48291.32
Breno Cavalcanti,926.578.034-74,104342,22714.94
Srta. Fernanda Martins,764.901.528-94,104343,40355.37
Isabella Costa,630.582.749-47,104344,30527.2
Renan Azevedo,264.905.178-76,104345,18588.14
Bruno da Rocha,054.629.317-43,104346,28713.2
Ana Beatriz Lopes,753.104.962-70,104347,30435.4
Caroline Moura,387.916.520-30,104348,37783.56
Giovanna da Costa,354.917.028-97,104349,5390.46
Pedro Miguel Moura,276.943.051-34,104350,34205.43
Luiz Miguel Farias,950.284.631-15,104351,28493.76
Isaac da Luz,831.620.975-68,104352,33522.4
Antônio Ribeiro,960.812.435-24,104353,15512.11
Enrico Peixoto,584.019.327-50,104354,31496.64
Francisco da Paz,392.701.584-97,104355,18313.4
Nathan Cardoso,306.918.745-57,104356,20326.16
Igor das Neves,196.372.084-96,104357,39942.32
Valentina Teixeira,495.861.270-01,104358,25438.71
Nicolas Souza,681.732.094-13,104359,13926.71
Sra. Maria Cecília Rezende,016.574.832-07,104360,16870.51
Giovanna Rezende,184.952.360-60,104361,44444.41
Ana Sophia Nascimento,875.320.496-47,104362,28118.75
Sr. Murilo Silveira,816.435.209-89,104363,27988.48
Isabella Ramos,025.318.974-88,104364,28489.31
Cauã Barros,428.190.536-70,104365,13131.54
Joaquim Campos,687.205.139-68,104366,46935.31
Henrique da Cruz,378.159.204-97,104367,49949.89
Mirella Caldeira,890.527.436-65,104368,23145.09
Daniela da Luz,074.182.356-07,104369,46610.94
João Felipe Pinto,792.430.186-04,104370,4672.6
Augusto Cardoso,178.956.230-95,104371,44125.57
Luna Caldeira,091.423.856-60,104372,49903.34
Danilo Moreira,981.375.046-48,104373,26982.18
